Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
female,group A,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,73,80,78,1284
male,group B,master's degree,free/reduced,none,divorced,sometimes,yes,7.0,private,5 - 10,48,49,44,1285
male,group B,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,70,70,62,1286
female,group A,some high school,standard,completed,married,regularly,yes,4.0,private,5 - 10,60,66,71,1287
male,group A,some college,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,66,61,61,1288
male,group C,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,61,49,50,1289
male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,77,72,66,1290
male,group C,high school,free/reduced,none,single,never,yes,2.0,school_bus,> 10,41,37,35,1291
male,group C,some high school,standard,completed,married,regularly,no,2.0,private,5 - 10,78,70,73,1292
male,group D,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,71,65,62,1293
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,73,82,88,1294
female,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,52,59,63,1295
female,group B,some high school,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,47,62,57,1296
female,group A,associate's degree,standard,completed,married,sometimes,yes,0.0,private,> 10,65,77,78,1297
female,group E,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,< 5,52,71,68,1298
male,group C,high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,63,55,55,1299
male,group B,bachelor's degree,standard,none,single,sometimes,no,2.0,private,< 5,56,54,49,1300
male,group D,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,70,63,68,1301
male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,74,82,68,1302
female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,72,73,69,1303
male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,82,87,89,1304
male,group B,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,75,66,71,1305
female,group B,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,79,92,94,1306
male,group D,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,73,73,64,1307
male,group C,high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,70,55,49,1308
female,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,60,64,68,1309
male,group C,master's degree,standard,completed,married,never,yes,2.0,school_bus,5 - 10,67,63,72,1310
female,group E,master's degree,standard,none,divorced,sometimes,no,4.0,school_bus,> 10,74,83,78,1311
male,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,80,70,63,1312
female,group C,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,< 5,32,41,45,1313
female,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,3.0,school_bus,5 - 10,41,62,61,1314
male,group D,associate's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,> 10,70,65,72,1315
male,group A,some college,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,48,41,48,1316
female,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,56,65,69,1317
female,group C,associate's degree,standard,completed,married,regularly,yes,3.0,private,< 5,80,84,82,1318
female,group D,bachelor's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,57,63,59,1319
female,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,< 5,80,97,94,1320
female,group A,high school,free/reduced,none,married,regularly,yes,0.0,private,< 5,58,68,65,1321
male,group C,high school,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,79,74,75,1322
male,group B,some high school,standard,none,married,never,yes,3.0,private,5 - 10,40,32,30,1323
male,group E,some college,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,100,96,100,1324
female,group D,some college,standard,none,married,never,yes,3.0,school_bus,5 - 10,67,74,75,1325
female,group A,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,51,65,58,1326
female,group E,high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,71,82,78,1327
male,group E,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,60,52,49,1328
male,group D,associate's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,55,55,57,1329
female,group B,bachelor's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,68,84,76,1330
male,group C,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,school_bus,> 10,74,77,71,1331
female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,4.0,school_bus,> 10,60,57,69,1332
male,group B,associate's degree,free/reduced,completed,divorced,regularly,no,2.0,private,5 - 10,50,49,50,1333
male,group D,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,67,56,57,1334
female,group C,some college,standard,completed,married,never,no,2.0,private,5 - 10,86,87,84,1335
male,group C,some college,standard,none,married,regularly,yes,3.0,school_bus,< 5,61,61,55,1336
female,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,42,54,55,1337
male,group C,some high school,standard,completed,married,sometimes,yes,3.0,private,> 10,67,72,65,1338
male,group B,high school,standard,none,married,never,no,4.0,private,> 10,50,47,44,1339
female,group A,master's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,66,66,71,1340
female,group B,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,82,91,91,1341
male,group C,associate's degree,free/reduced,none,single,never,yes,3.0,private,< 5,59,55,51,1342
male,group D,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,73,70,72,1343
male,group E,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,51,47,41,1344
male,group D,high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,35,28,25,1345
male,group D,high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,64,59,63,1346
male,group B,high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,32,43,34,1347
female,group C,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,84,82,85,1348
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,62,55,52,1349
male,group A,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,26,35,30,1350
female,group C,some high school,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,58,71,72,1351
male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,0.0,private,5 - 10,67,75,71,1352
male,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,53,57,55,1353
male,group A,high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,52,42,48,1354
male,group B,bachelor's degree,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,71,58,61,1355
female,group B,master's degree,standard,none,married,never,yes,3.0,school_bus,< 5,67,73,74,1356
male,group E,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,53,56,46,1357
male,group B,some college,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,78,80,77,1358
female,group B,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,36,41,44,1359
female,group D,some college,standard,none,single,never,yes,3.0,private,< 5,77,77,81,1360
male,group E,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,76,63,57,1361
male,group E,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,79,70,66,1362
male,group D,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,54,55,54,1363
female,group E,associate's degree,standard,none,single,sometimes,yes,3.0,private,< 5,82,77,84,1364
female,group B,associate's degree,free/reduced,completed,married,sometimes,no,4.0,private,< 5,34,44,45,1365
male,group C,some college,standard,completed,married,sometimes,yes,4.0,private,< 5,68,55,61,1366
female,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,66,75,1367
female,group B,master's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,67,77,78,1368
female,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,70,89,88,1369
male,group C,some high school,standard,completed,married,never,yes,1.0,school_bus,< 5,55,62,57,1370
female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,2.0,private,5 - 10,50,60,57,1371
female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,89,92,92,1372
female,group D,some college,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,93,100,100,1373
female,group D,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,48,64,61,1374
female,group D,high school,standard,none,married,never,no,2.0,private,5 - 10,82,87,88,1375
female,group B,high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,< 5,49,60,57,1376
male,group C,some high school,free/reduced,completed,single,regularly,no,2.0,private,5 - 10,67,74,65,1377
female,group E,master's degree,free/reduced,none,married,sometimes,yes,2.0,private,> 10,88,91,90,1378
male,group A,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,76,79,86,1379
male,group C,bachelor's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,93,78,83,1380
male,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,61,48,45,1381
female,group B,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,71,74,73,1382
male,group D,some high school,standard,completed,married,regularly,no,2.0,private,> 10,67,59,65,1383
female,group A,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,66,63,1384
male,group D,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,65,54,55,1385
female,group B,high school,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,51,68,63,1386
male,group D,some college,standard,completed,married,sometimes,yes,1.0,private,< 5,78,65,72,1387
female,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,private,5 - 10,57,65,71,1388
male,group A,some high school,standard,none,single,never,yes,3.0,school_bus,> 10,58,51,53,1389
female,group C,high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,77,90,79,1390
female,group D,high school,standard,completed,married,regularly,no,1.0,private,> 10,43,62,61,1391
female,group D,master's degree,standard,none,divorced,sometimes,no,3.0,school_bus,> 10,63,65,71,1392
male,group C,high school,standard,none,married,regularly,yes,1.0,private,> 10,92,87,83,1393
male,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,79,83,80,1394
female,group D,master's degree,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,52,55,50,1395
female,group A,high school,standard,completed,married,regularly,yes,3.0,private,> 10,91,98,100,1396
male,group D,some college,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,56,56,63,1397
female,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,44,67,65,1398
female,group C,some college,standard,completed,single,never,yes,1.0,private,5 - 10,62,75,75,1399
female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,67,80,78,1400
male,group C,some high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,< 5,42,40,44,1401
male,group E,some college,free/reduced,completed,single,regularly,no,5.0,private,5 - 10,77,76,74,1402
male,group D,master's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,99,90,93,1403
male,group C,high school,free/reduced,none,divorced,never,yes,3.0,private,> 10,69,50,54,1404
male,group A,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,72,64,60,1405
male,group C,some high school,standard,none,single,sometimes,yes,4.0,school_bus,> 10,80,66,67,1406
male,group E,some college,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,94,85,85,1407
female,group E,associate's degree,free/reduced,completed,married,never,yes,1.0,school_bus,< 5,63,71,69,1408
female,group D,high school,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,99,98,100,1409
female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,90,86,93,1410
female,group E,some high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,60,77,74,1411
male,group D,bachelor's degree,standard,none,single,sometimes,yes,7.0,school_bus,5 - 10,71,70,72,1412
female,group B,some high school,free/reduced,none,single,regularly,no,1.0,private,5 - 10,54,77,65,1413
female,group B,master's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,70,90,86,1414
male,group E,some college,standard,none,single,sometimes,yes,2.0,school_bus,< 5,85,78,73,1415
female,group A,high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,33,54,45,1416
female,group C,some college,standard,none,divorced,sometimes,yes,7.0,private,< 5,72,72,79,1417
female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,66,69,72,1418
female,group C,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,67,71,70,1419
male,group B,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,86,78,72,1420
female,group C,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,74,87,84,1421
female,group C,bachelor's degree,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,82,87,87,1422
male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,76,63,57,1423
female,group D,bachelor's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,65,82,84,1424
female,group D,some college,standard,completed,married,never,yes,2.0,school_bus,5 - 10,64,74,80,1425
female,group A,high school,standard,completed,married,never,yes,2.0,school_bus,> 10,73,79,78,1426
male,group A,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,93,89,87,1427
male,group D,associate's degree,standard,completed,married,never,no,2.0,school_bus,5 - 10,77,75,74,1428
female,group C,high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,81,87,79,1429
male,group C,some high school,standard,none,married,never,no,2.0,school_bus,> 10,89,82,76,1430
female,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,74,74,1431
